ticket_id,text,label,channel,priority,created_at
T0258,之前处理后短暂恢复，但现在又出现同样的问题：系统显示网络已连接但实际没有网。,网络故障,app,high,2026-01-07
T0259,想把原来的副卡更换成另一个号码，是否需要支付额外费用？,套餐业务,web,medium,2026-03-03
T0260,准备出国，想开通国际漫游，办理后原有权益会怎么变化？,套餐业务,phone,low,2026-02-23
T0261,请帮我核实，Wi-Fi 一会儿能用一会儿不能用，大概多久能修复？,网络故障,app,high,2026-01-15
T0262,更换新手机后信号变得很差，我不确定是手机卡、设备还是基站的问题。,信号问题,phone,medium,2026-04-09
T0263,请确认以下费用或账务问题的原因：漫游套餐已经开通，仍然按原价收费。,费用问题,app,medium,2026-07-16
T0264,备用卡正常使用，常用卡却收不到网络，把手机卡放到另一台设备上测试也差不多。,信号问题,app,high,2026-03-11
T0265,请确认以下服务问题产生的原因：办理时说可以随时取消，实际却不允许。,投诉建议,web,medium,2026-05-24
T0266,关于“预约维修时间已经过了却没人来”的问题，请帮我登记投诉或建议。,投诉建议,web,high,2026-03-08
T0267,最近多次出现以下问题：工单状态发生变化但系统没有通知。,投诉建议,store,medium,2026-04-07
T0268,最近多次出现以下问题：被告知免费体验，后来却开始扣费。,投诉建议,web,high,2026-07-10
T0269,小区门口经常没有移动网络，请提供具体排查方法或处理进度。,信号问题,phone,high,2026-05-30
T0270,不想继续使用这项套餐服务，请帮我确认当前状态或可选方案。,套餐业务,app,medium,2026-01-11
T0271,在接收验证码时，银行验证码一直无法接收。,信号问题,web,medium,2026-04-15
T0272,请帮我核实，出差后账单里出现了高额漫游费，需要我提供支付凭证吗？,费用问题,phone,medium,2026-06-14
T0273,我目前使用的是原来的月套餐，现在有以下需求：想查询当前号码是否支持国际漫游。,套餐业务,store,medium,2026-01-28
T0274,想增加套餐内的国内流量，想了解具体资费和生效时间。,套餐业务,app,low,2026-06-10
T0275,想了解不同国家的漫游套餐价格，我不确定当前号码是否符合办理资格。,套餐业务,web,medium,2026-04-09
T0276,每次转人工都要等待很久，已经影响正常办理和使用。,投诉建议,web,high,2026-04-10
T0277,有个问题想反馈，客服电话把我转接了很多次仍没解决，不希望问题被简单关闭。,投诉建议,phone,high,2026-01-02
T0278,维修人员迟到后也没有解释，请给出合理解释和改进措施。,投诉建议,web,high,2026-02-22
T0279,想在本月结束前处理以下需求：想知道号码是否还在最低消费期。,套餐业务,app,medium,2026-03-05
T0280,今天早上又出现这种情况：附近没有营业厅，办理业务很不方便。我需要正式反馈。,投诉建议,web,medium,2026-05-12
T0281,我目前使用的是原来的月套餐，现在有以下需求：想把原来的副卡更换成另一个号码。,套餐业务,web,low,2026-06-03
T0282,打开网页要等很久，我不确定是线路、路由器还是账号的问题。,网络故障,app,medium,2026-05-26
T0283,刚刚再次遇到打了几次电话都没有人能给出答复，之前也发生过类似情况。,投诉建议,web,medium,2026-07-10
T0284,在看视频时，网络经常自动断开后又恢复。,网络故障,web,high,2026-05-09
T0285,想取消下个月自动续费的流量包，请说明办理条件和相关限制。,套餐业务,store,low,2026-01-30
T0286,请确认以下需求需要满足哪些条件：不想继续使用这项套餐服务。,套餐业务,app,medium,2026-02-05
T0287,刚才在家里发现网页能打开但视频软件一直连接失败。,网络故障,app,medium,2026-05-22
T0288,想保留号码但降低每个月的支出，请说明办理条件和相关限制。,套餐业务,phone,medium,2026-05-10
T0289,最近反复出现这种情况：同一网络下有的设备能用有的不能用。,网络故障,web,low,2026-05-28
T0290,刚查话费时发现套餐活动价没有出现在本月账单中，之前没有注意到。,费用问题,app,high,2026-04-26
T0291,同一订单支付一次却扣了两笔钱，希望提供完整明细和处理结果。,费用问题,app,high,2026-07-19
T0292,在地下室移动网络一直不可用，我不确定是手机卡、设备还是基站的问题。,信号问题,app,high,2026-03-05
T0293,请帮忙处理一下，宽带一天内已经掉线很多次。,网络故障,web,high,2026-01-24
T0294,请帮我确认以下信号问题的原因：在地下室移动网络一直不可用。,信号问题,store,high,2026-03-24
T0295,想咨询一下，套餐里的语音太多，流量却不够，请给出明确的办理建议或处理结果。,套餐业务,app,low,2026-06-21
T0296,营业厅和客服都说只能找对方处理，我已经沟通过几次但仍未解决。,投诉建议,app,high,2026-06-22
T0297,最近多次出现以下问题：营业厅排队时间太长了。,投诉建议,web,medium,2026-02-05
T0298,从刚才开始就出现以下情况：最近接电话经常没有声音。,信号问题,app,high,2026-03-14
T0299,在玩游戏时，续费完成几个小时了网络还没开通。,网络故障,app,medium,2026-07-12
T0300,刚刚发现小区门口经常没有移动网络，换到室外后才稍微好一些。,信号问题,app,high,2026-02-21
T0301,有没有适合老人使用的基础套餐，请帮我确认当前状态或可选方案。,套餐业务,app,low,2026-06-29
T0302,使用电视盒子时出现以下信号问题：信号看起来很好，网页却一直加载。,信号问题,web,medium,2026-02-28
T0303,准备出国，想开通国际漫游，请告知办理步骤和注意事项。,套餐业务,phone,medium,2026-01-26
T0304,这几天我再次反馈以下问题或建议：营业厅和客服都说只能找对方处理。,投诉建议,app,medium,2026-07-01
T0305,之前短暂恢复过，但现在又出现同样的问题：同一栋楼里信号一直很弱。,信号问题,phone,high,2026-02-17
T0306,刚刚再次遇到客服承诺回电却一直没有联系，之前也发生过类似情况。,投诉建议,phone,medium,2026-02-11
T0307,线路改造后家里的网络彻底断了，我不确定是线路、路由器还是账号的问题。,网络故障,web,high,2026-06-19
T0308,需要查询某一天产生的具体费用，请核实支付记录和系统入账情况。,费用问题,app,low,2026-02-21
T0309,无线连接没有报错，网络却完全不通，工作和学习都受到了影响。,网络故障,phone,high,2026-01-19
T0310,在乘坐地铁时，同一个位置连续几次都无法正常通话。,信号问题,app,high,2026-07-21
T0311,线路改造后家里的网络彻底断了，同一网络之前一直可以正常使用。,网络故障,web,medium,2026-03-01
T0312,想咨询一下，需要查询当前套餐还能办几张副卡。,套餐业务,web,low,2026-06-07
T0313,商场地下层没有手机信号，重启手机并开关飞行模式后仍然没有改善。,信号问题,app,high,2026-01-09
T0314,麻烦尽快查一下，办理业务后没有提供完整的确认信息，请告知后续处理时限。,投诉建议,phone,low,2026-03-30
T0315,新套餐生效日期和办理时说的不一致，请问应该在哪里办理或查询？,套餐业务,web,medium,2026-06-04
T0316,之前联系过客服，但以下问题还没有解决：充值订单完成了，账户还是原来的余额。,费用问题,app,high,2026-01-18
T0317,新手机已经设置完成但移动网络不可用，同一位置其他人的情况没有这么严重。,信号问题,app,high,2026-01-03
T0318,我在地铁站附近经常遇到这种情况：家附近几条街的网络都不稳定。,信号问题,store,high,2026-04-28
T0319,请帮我核实，电视盒子突然无法使用网络，手机却正常，希望彻底解决，不要反复发生。,网络故障,phone,low,2026-04-30
T0320,手机显示满格信号但网络特别慢，同一位置其他人的情况没有这么严重。,信号问题,app,high,2026-04-05
T0321,周末开始银行验证码一直无法接收，能不能帮我恢复正常。,信号问题,app,high,2026-04-26
T0322,想问一下，看视频一直缓冲。,网络故障,phone,high,2026-07-20
T0323,最近反复出现这种情况：同一条宽带到了晚上速度就下降很多。,网络故障,phone,high,2026-02-01
T0324,刚刚再次遇到建议改善新建小区的网络覆盖，之前也发生过类似情况。,投诉建议,phone,medium,2026-04-15
T0325,最近多次出现以下问题：一个简单的退订流程办了好几天。,投诉建议,app,medium,2026-02-04
T0326,麻烦帮我看看，搬家迁网完成了但新住处不能使用，大概多久能修复？,网络故障,web,medium,2026-07-17
T0327,上门维修人员态度很不耐烦，已经影响正常办理和使用。,投诉建议,app,high,2026-06-23
T0328,扣费前没有发送清晰的提醒短信，相关工单已经提交不止一次。,投诉建议,app,low,2026-02-08
T0329,需要一个只生效一周的流量包，是否需要支付额外费用？,套餐业务,phone,medium,2026-05-17
T0330,白天网络正常，晚上基本无法使用，同一网络之前一直可以正常使用。,网络故障,phone,high,2026-05-30
T0331,最近多次出现以下问题：希望在大学城增加自助服务设备。,投诉建议,app,low,2026-03-22
T0332,这个号码存在以下费用问题：本月因为超流量多扣了不少费用。,费用问题,app,medium,2026-01-05
T0333,在使用相关服务时，我注意到以下问题：周末营业厅人很多却没有增加人员。,投诉建议,app,medium,2026-04-29
T0334,昨晚我再次反馈以下问题或建议：自助设备坏了，所有人只能排人工窗口。,投诉建议,store,low,2026-04-13
T0335,在上网课时，文件上传速度慢得几乎不动。,网络故障,app,medium,2026-02-16
T0336,信号强度正常，数据网络却几乎不能用，一天内已经影响了多次通话或上网。,信号问题,web,high,2026-01-18
T0337,账单里每一项费用的含义不清楚，希望提供完整明细和处理结果。,费用问题,app,low,2026-05-13
T0338,麻烦尽快查一下，在线客服入口不明显，使用起来不方便，不希望问题被简单关闭。,投诉建议,phone,medium,2026-01-10
T0339,我目前使用的是原来的月套餐，现在有以下需求：需要查看优惠合约的结束日期。,套餐业务,app,low,2026-01-10
T0340,语音通话总是一卡一卡的，一天内已经影响了多次通话或上网。,信号问题,app,high,2026-06-17
T0341,大部分应用正常，网课平台一直打不开，重启路由器后还是没有改善。,网络故障,phone,medium,2026-02-26
T0342,想在本月结束前处理以下需求：有没有可以多人共享的家庭套餐。,套餐业务,app,medium,2026-05-01
T0343,刚刚再次遇到停机前的提醒时间太短，之前也发生过类似情况。,投诉建议,app,medium,2026-06-17
T0344,刚才在宿舍发现同一位置电话正常但短信一直失败。,信号问题,app,medium,2026-01-30
T0345,我通过客服电话反馈以下问题或建议：工作人员没有经过同意就取消了预约。,投诉建议,app,medium,2026-03-21
T0346,从最近一周开始就出现以下情况：网络连接总是反复中断。,网络故障,phone,medium,2026-03-17
T0347,请帮我确认以下信号问题的原因：最近 5G 覆盖明显变差。,信号问题,web,medium,2026-04-19
T0348,报修后只收到短信，没有人解决问题，请给出合理解释和改进措施。,投诉建议,app,medium,2026-05-30
T0349,请帮我核实，客服说会安排师傅，但一直没人处理，不希望问题被简单关闭。,投诉建议,app,high,2026-06-25
T0350,最近总是出现这种情况：开启 5G 后仍然一直显示 4G。,信号问题,web,medium,2026-05-16
T0351,使用手机时出现以下信号问题：另一张卡正常，这个号码经常无服务。,信号问题,phone,high,2026-03-13
T0352,之前联系过客服，但以下问题还没有解决：首月优惠结束时间和说明不一致。,费用问题,app,high,2026-01-17
T0353,满格状态下视频仍然不断缓冲，上课和办公都受影响。,信号问题,web,high,2026-02-02
T0354,短信发送成功但对方收不到，我不确定是手机卡、设备还是基站的问题。,信号问题,app,high,2026-05-25
T0355,想咨询一下，不清楚合约期还剩多久，请给出明确的办理建议或处理结果。,套餐业务,app,medium,2026-04-30
T0356,关于以下需求，我之前咨询或提交过申请，但还没有处理完成：平时用得少，想办理便宜一点的套餐。,套餐业务,app,low,2026-06-24
T0357,在 App 的账单页面看到漫游套餐已经开通，仍然按原价收费。,费用问题,app,high,2026-02-19
T0358,麻烦帮我看看，打开网页要等很久，希望彻底解决，不要反复发生。,网络故障,web,high,2026-06-22
T0359,手机很少能连接到 5G 网络，一天内已经影响了多次通话或上网。,信号问题,phone,high,2026-07-22
T0360,办理套餐时被默认勾选了增值服务，我已经沟通过几次但仍未解决。,投诉建议,phone,medium,2026-07-22
T0361,晚高峰期间消息很难发送出去，我不确定是手机卡、设备还是基站的问题。,信号问题,web,medium,2026-03-10
T0362,网络经常自动断开后又恢复，同一网络之前一直可以正常使用。,网络故障,store,medium,2026-04-13
T0363,关于“营业厅排队时间太长了”的问题，请帮我登记投诉或建议。,投诉建议,app,low,2026-03-16
T0364,维修人员拒绝说明具体故障原因，请记录处理过程并反馈最终结果。,投诉建议,phone,medium,2026-02-20
T0365,修改套餐后仍按以前的标准计费，请告知办理步骤和注意事项。,套餐业务,app,high,2026-01-28
T0366,这个号码存在以下费用问题：刚交的话费到现在还没到账。,费用问题,phone,high,2026-05-28
T0367,当前套餐内容和使用习惯不匹配，我不确定当前号码是否符合办理资格。,套餐业务,web,low,2026-02-05
T0368,不清楚合约期还剩多久，请说明办理条件和相关限制。,套餐业务,app,medium,2026-03-26
T0369,关于这个号码，我有以下需求：不想继续使用这项套餐服务。需要准备什么材料？,套餐业务,app,low,2026-06-30
T0370,我通过上门维修服务反馈以下问题或建议：想取消业务却被多个渠道来回推。,投诉建议,web,medium,2026-05-16
T0371,之前得到过处理承诺，但以下问题仍未解决：维修预约变更时间没有告知我。,投诉建议,phone,medium,2026-06-11
T0372,套餐活动价没有出现在本月账单中，类似记录已经出现不止一次。,费用问题,web,high,2026-01-27
T0373,昨晚在家里发现满格状态下视频仍然不断缓冲。,信号问题,web,medium,2026-02-27
T0374,我想确认一下，对方一直听不清我说话，是否需要重新设置网络？,信号问题,app,medium,2026-06-16
T0375,建议在学校附近增加一个营业网点，目前没有人明确负责处理。,投诉建议,web,low,2026-05-22
T0376,麻烦尽快查一下，平时消费差不多，这个月却扣得特别多，需要我提供支付凭证吗？,费用问题,web,medium,2026-04-27
T0377,有个问题想反馈，有没有可以多人共享的家庭套餐，请给出明确的办理建议或处理结果。,套餐业务,store,medium,2026-02-15
T0378,需要查看优惠合约的结束日期，我不确定当前号码是否符合办理资格。,套餐业务,app,medium,2026-06-26
T0379,这几天在出差住的酒店发现我已经完成充值但网络没有恢复。,网络故障,app,medium,2026-01-16
T0380,想问一下，办理简单业务等了一个多小时，不希望问题被简单关闭。,投诉建议,app,low,2026-06-06
T0381,希望 App 能直接取消不需要的业务，相关工单已经提交不止一次。,投诉建议,web,low,2026-02-05
T0382,漫游套餐已经开通，仍然按原价收费，如果记录有误，请及时更正或退款。,费用问题,phone,high,2026-01-12
T0383,关于这个号码，我有以下需求：需要查看优惠合约的结束日期。需要准备什么材料？,套餐业务,app,medium,2026-07-03
T0384,在 App 的账单页面看到没有消费记录但可用余额变少。,费用问题,web,medium,2026-04-13
T0385,我在商场里遇到这个问题：光猫和路由器看起来正常，还是上不了网。,网络故障,app,high,2026-07-17
T0386,使用平板连接网络时出现以下情况：同一网络下有的设备能用有的不能用。,网络故障,app,medium,2026-07-16
T0387,本月应付金额和过去几个月差别很大，请帮我核对相关账单或支付记录。,费用问题,app,high,2026-06-16
T0388,刚刚发现更换套餐后 5G 功能没有正常使用，换到室外后才稍微好一些。,信号问题,app,high,2026-04-09
T0389,同一笔套餐费被扣了两次，麻烦说明原因和处理方式。,费用问题,app,high,2026-02-22
T0390,我通过营业厅反馈以下问题或建议：现场窗口很多但开放的柜台很少。,投诉建议,web,medium,2026-05-27
T0391,想问一下，设备没有报警但宽带不能使用，希望彻底解决，不要反复发生。,网络故障,app,high,2026-06-18
T0392,希望在大学城增加自助服务设备，请给出合理解释和改进措施。,投诉建议,web,medium,2026-07-23
T0393,不想继续使用这项套餐服务，请说明办理条件和相关限制。,套餐业务,store,low,2026-02-27
T0394,我在学校遇到这个问题：宽带一直处于断开状态。,网络故障,phone,high,2026-02-26
T0395,之前处理后短暂恢复，但现在又出现同样的问题：缴费成功后系统还是显示停机。,网络故障,store,high,2026-04-30
T0396,从周末开始开始，这个问题一直没有明确结果：客服电话一直劝我保留套餐不肯办理退订。,投诉建议,web,high,2026-07-07
T0397,营业厅说已经改好，手机端仍未更新，办理后原有权益会怎么变化？,套餐业务,app,high,2026-03-19
T0398,我通过营业厅反馈以下问题或建议：工作人员只介绍优惠，没有说明合约限制。,投诉建议,web,medium,2026-05-10
T0399,这个号码存在以下费用问题：账单只显示总额，没有具体项目。,费用问题,phone,medium,2026-05-22
T0400,在 App 里没有找到相关入口，我的需求是：想把当前套餐换成流量更多的。,套餐业务,app,medium,2026-01-08
T0401,请确认以下需求需要满足哪些条件：本月应该降档，账单却还是原套餐。,套餐业务,phone,high,2026-06-25
T0402,请帮忙处理一下，营业厅排队时间太长了。,投诉建议,phone,medium,2026-05-21
T0403,营业厅等候区信息提示不清楚，已经影响正常办理和使用。,投诉建议,app,medium,2026-03-26
T0404,流量超出后产生的费用太高了，系统也没有给出清晰提示。,费用问题,web,medium,2026-04-02
T0405,本月应该降档，账单却还是原套餐，请说明办理条件和相关限制。,套餐业务,phone,medium,2026-07-09
T0406,从这几天开始，这个问题一直没有明确结果：客服部门之间互相推来推去。,投诉建议,app,high,2026-03-17
T0407,一个简单的退订流程办了好几天，请记录处理过程并反馈最终结果。,投诉建议,phone,high,2026-01-27
T0408,请帮忙处理一下，更换套餐后 5G 功能没有正常使用。,信号问题,web,medium,2026-03-31
T0409,刚才我再次反馈以下问题或建议：App 更新后很多常用功能找不到了。,投诉建议,app,low,2026-05-22
T0410,麻烦帮我看看，同一条宽带到了晚上速度就下降很多，希望彻底解决，不要反复发生。,网络故障,phone,high,2026-03-31
T0411,准备换运营方式，想先退掉现有套餐，这项操作通常什么时候生效？,套餐业务,web,low,2026-06-23
T0412,请帮忙处理一下，建议改善新建小区的网络覆盖，不希望问题被简单关闭。,投诉建议,web,medium,2026-06-23
T0413,麻烦帮我看看，这张卡插到卡槽二后经常掉信号。,信号问题,app,high,2026-02-01
T0414,更换新手机后信号变得很差，把手机卡放到另一台设备上测试也差不多。,信号问题,phone,high,2026-02-16
T0415,之前短暂恢复过，但现在又出现同样的问题：中午休息时间网络速度明显下降。,信号问题,app,high,2026-04-24
T0416,网页能打开但视频软件一直连接失败，同一网络之前一直可以正常使用。,网络故障,store,low,2026-03-06
T0417,需要查看优惠合约的结束日期，办理后原有权益会怎么变化？,套餐业务,app,low,2026-06-17
T0418,想咨询一下，投诉过去一周仍然查不到进展。,投诉建议,phone,medium,2026-04-10
T0419,想办理一个当天有效的流量加油包，办理后原有权益会怎么变化？,套餐业务,app,medium,2026-07-16
T0420,麻烦尽快查一下，通话时有很严重的杂音。,信号问题,store,medium,2026-06-27
T0421,只有支付软件提示网络异常，我不确定是线路、路由器还是账号的问题。,网络故障,web,low,2026-02-08
T0422,从刚才开始就出现以下情况：只有其中一个号码无法正常拨打电话。,信号问题,app,medium,2026-02-08
T0423,从昨晚开始就出现以下情况：看视频一直缓冲。,网络故障,app,high,2026-02-19
T0424,想在本月结束前处理以下需求：希望更换为不限量或大流量套餐。,套餐业务,store,medium,2026-07-07
T0425,我想确认一下，费用扣款成功后宽带还是无法连接，希望彻底解决，不要反复发生。,网络故障,app,medium,2026-02-26
T0426,想在本月结束前处理以下需求：准备换运营方式，想先退掉现有套餐。,套餐业务,web,low,2026-04-24
T0427,在 App 的账单页面看到流量用完后没有提醒就开始收费。,费用问题,web,medium,2026-01-18
T0428,一到夜里宽带就频繁掉线，我不确定是线路、路由器还是账号的问题。,网络故障,app,high,2026-02-11
T0429,当前套餐的承诺期限在哪里查询，会不会影响现有优惠？,套餐业务,app,medium,2026-05-12
T0430,我通过客服电话反馈以下问题或建议：建议在学校附近增加一个营业网点。,投诉建议,app,low,2026-06-10
T0431,想重新分配套餐里的流量和通话额度，请说明办理条件和相关限制。,套餐业务,web,medium,2026-01-26
T0432,境外使用手机后被收了很多流量费，麻烦说明原因和处理方式。,费用问题,app,high,2026-01-20
T0433,想取消一张已经不用的副卡，请问应该在哪里办理或查询？,套餐业务,app,low,2026-03-12
T0434,我没有订购会员却被收了费用，请帮我核对相关账单或支付记录。,费用问题,app,high,2026-06-10
T0435,刚查话费时发现账单中有两条金额相同的收费记录，之前没有注意到。,费用问题,app,medium,2026-07-15
T0436,只是接听电话也出现了漫游费用，请核实支付记录和系统入账情况。,费用问题,store,medium,2026-02-16
T0437,需要给父母办理一个简单的套餐，我不确定当前号码是否符合办理资格。,套餐业务,store,low,2026-07-06
T0438,每次转人工都要等待很久，请记录处理过程并反馈最终结果。,投诉建议,store,medium,2026-04-20
T0439,网络坏了多天，维修人员始终未出现，我已经沟通过几次但仍未解决。,投诉建议,phone,high,2026-02-03
T0440,首月优惠结束时间和说明不一致，请核实支付记录和系统入账情况。,费用问题,phone,high,2026-02-08
T0441,套餐标价是固定金额，实际每月都多扣钱，请帮我核对相关账单或支付记录。,费用问题,web,medium,2026-07-14
T0442,在使用相关服务时，我注意到以下问题：在线客服一直让我联系其他渠道。,投诉建议,web,high,2026-07-05
T0443,准备换运营方式，想先退掉现有套餐，线上和营业厅都可以办理吗？,套餐业务,app,low,2026-05-03
T0444,停机状态下增值业务还在扣钱，我看不出问题具体出在哪个环节。,费用问题,web,medium,2026-03-03
T0445,手机有信号但应用经常提示超时，把手机卡放到另一台设备上测试也差不多。,信号问题,web,high,2026-03-11
T0446,乘坐地铁时经常长时间无服务，把手机卡放到另一台设备上测试也差不多。,信号问题,phone,high,2026-07-08
T0447,有没有可以多人共享的家庭套餐，请说明办理条件和相关限制。,套餐业务,phone,low,2026-05-11
T0448,只有一台电脑始终连不上家里的宽带，请提供具体原因和排查办法。,网络故障,app,low,2026-03-28
T0449,有个问题想反馈，想了解夜间流量包的使用时间。,套餐业务,phone,low,2026-03-27
T0450,我想确认一下，退订业务需要重复提交很多材料，不希望问题被简单关闭。,投诉建议,web,medium,2026-07-12
T0451,我没有订购会员却被收了费用，希望提供完整明细和处理结果。,费用问题,web,medium,2026-04-17
T0452,流量超出后产生的费用太高了，请帮我核实系统记录是否正确。,费用问题,app,medium,2026-04-12
T0453,刚刚再次遇到师傅处理问题很敷衍，故障很快又出现，之前也发生过类似情况。,投诉建议,app,high,2026-01-05
T0454,在浏览网页时，最近连续几晚都会突然断网。,网络故障,app,medium,2026-04-19
T0455,想停止当前的月租套餐，请问应该在哪里办理或查询？,套餐业务,web,low,2026-04-16
T0456,刚刚发现最近短信功能时好时坏，换到室外后才稍微好一些。,信号问题,phone,medium,2026-05-27
T0457,漫游套餐已经开通，仍然按原价收费，希望提供完整明细和处理结果。,费用问题,app,medium,2026-05-12
T0458,无线网能搜到但完全不能上网，我不确定是线路、路由器还是账号的问题。,网络故障,web,high,2026-05-26
T0459,请帮我确认以下网络问题的原因：无线网能搜到但完全不能上网。,网络故障,phone,high,2026-02-11
T0460,扣费前没有发送清晰的提醒短信，希望尽快安排专人处理。,投诉建议,store,low,2026-05-13
T0461,想在本月结束前处理以下需求：想办理一个当天有效的流量加油包。,套餐业务,store,medium,2026-04-25
T0462,进入楼里后手机信号就消失，老人使用起来很不方便。,信号问题,phone,medium,2026-03-31
T0463,使用备用手机连接网络时出现以下情况：Wi-Fi 图标正常，网页还是打不开。,网络故障,app,medium,2026-03-11
T0464,在 App 里没有找到相关入口，我的需求是：副卡每个月需要额外收多少费用。,套餐业务,app,low,2026-05-19
T0465,最近一周查看账户时发现在外地打电话产生的费用看不懂。,费用问题,web,medium,2026-05-30
T0466,在 App 的账单页面看到号码被开通了不清楚的付费业务。,费用问题,app,medium,2026-02-12
T0467,从刚才开始就出现以下情况：网络能用但云盘始终上传失败。,网络故障,phone,low,2026-05-02
T0468,账户余额无缘无故少了很多，我看不出问题具体出在哪个环节。,费用问题,app,medium,2026-02-02
T0469,在上网课时，电脑可以上网，电视却一直显示无网络。,网络故障,web,medium,2026-05-02
T0470,宽带费用已经交了但网络还没恢复，我不确定是线路、路由器还是账号的问题。,网络故障,app,medium,2026-04-10
T0471,请帮我核实，师傅处理问题很敷衍，故障很快又出现，不希望问题被简单关闭。,投诉建议,app,medium,2026-06-19
T0472,请确认以下服务问题产生的原因：办理简单业务等了一个多小时。,投诉建议,app,medium,2026-01-29
T0473,从昨晚开始就出现以下情况：学校附近一大片区域信号都很弱。,信号问题,web,high,2026-04-22
T0474,旅行回来后账单多出多笔境外费用，过去几个月的账户记录一直比较正常。,费用问题,web,high,2026-02-11
T0475,电话接通后几秒就会掉线，重启手机并开关飞行模式后仍然没有改善。,信号问题,web,medium,2026-04-20
T0476,系统显示网络已连接但实际没有网，请提供具体原因和排查办法。,网络故障,web,medium,2026-06-21
T0477,请帮忙处理一下，首月优惠结束时间和说明不一致，需要我提供支付凭证吗？,费用问题,store,high,2026-04-06
T0478,想取消下个月自动续费的流量包，这项操作通常什么时候生效？,套餐业务,web,medium,2026-03-16
T0479,之前得到过处理承诺，但以下问题仍未解决：每次咨询都让我重新描述同一个问题。,投诉建议,phone,medium,2026-02-03
T0480,看视频一直缓冲，工作和学习都受到了影响。,网络故障,web,high,2026-01-25
T0481,麻烦帮我看看，更换卡槽后通话信号明显下降，希望优化这一带的信号覆盖。,信号问题,web,high,2026-03-07
T0482,刚查话费时发现充值订单完成了，账户还是原来的余额，之前没有注意到。,费用问题,web,medium,2026-01-25
T0483,我在出差住的酒店经常遇到这种情况：最近接电话经常没有声音。,信号问题,web,medium,2026-01-17
T0484,希望小区周边增设信号基站，我已经沟通过几次但仍未解决。,投诉建议,store,low,2026-04-02
T0485,所有设备都无法访问网络，一天内已经出现好几次。,网络故障,phone,medium,2026-06-05
T0486,使用备用手机连接网络时出现以下情况：网络经常自动断开后又恢复。,网络故障,phone,high,2026-06-13
T0487,今天下午查看账户时发现账单里同一个流量包出现了两次收费。,费用问题,app,medium,2026-03-29
T0488,麻烦帮我看看，办公室内只能收到一格信号。,信号问题,app,medium,2026-03-31
T0489,银行验证码一直无法接收，把手机卡放到另一台设备上测试也差不多。,信号问题,app,high,2026-01-25
T0490,合约结束后能不能马上办理降档，请告知办理步骤和注意事项。,套餐业务,phone,medium,2026-02-09
T0491,这几天在办公室发现上网过程中频繁掉线。,网络故障,phone,high,2026-06-18
T0492,办理时说可以随时取消，实际却不允许，目前没有人明确负责处理。,投诉建议,app,high,2026-06-29
T0493,今天下午在出差住的酒店发现下载速度只有以前的一小部分。,网络故障,app,medium,2026-02-18
T0494,想咨询一下，准备出国，想开通国际漫游。,套餐业务,web,low,2026-05-16
T0495,最近使用需求发生了变化，因此需要查询当前套餐还能办几张副卡。,套餐业务,app,low,2026-03-18
T0496,使用电视盒子连接网络时出现以下情况：费用扣款成功后宽带还是无法连接。,网络故障,app,medium,2026-06-10
T0497,昨晚看视频一直缓冲，请告诉我应该怎么处理。,网络故障,phone,medium,2026-06-21
T0498,发票金额和实际支付金额不一致，请帮我核实系统记录是否正确。,费用问题,app,medium,2026-05-24
T0499,想咨询一下，客服承诺回电却一直没有联系，请告知后续处理时限。,投诉建议,phone,medium,2026-03-24
T0500,同一个位置连续几次都无法正常通话，老人使用起来很不方便。,信号问题,phone,high,2026-03-25
T0501,我想确认一下，想咨询校园套餐包含哪些内容。,套餐业务,web,low,2026-06-24
T0502,刚刚发现电脑可以上网，电视却一直显示无网络，之前使用一直正常。,网络故障,app,medium,2026-03-21
T0503,之前联系过客服，但以下问题还没有解决：只是接听电话也出现了漫游费用。,费用问题,web,medium,2026-01-22
T0504,刚刚再次遇到自助设备坏了，所有人只能排人工窗口，之前也发生过类似情况。,投诉建议,app,medium,2026-07-09
T0505,这个号码存在以下费用问题：刚查余额发现比昨天少了一笔。,费用问题,phone,medium,2026-06-26
T0506,连接无线网后一直提示网络不可用，重启路由器后还是没有改善。,网络故障,phone,high,2026-02-10
T0507,无线网能搜到但完全不能上网，我重新连接网络并重启设备后仍然无效。,网络故障,phone,high,2026-01-26
T0508,想换成月费更低的套餐，我不确定当前号码是否符合办理资格。,套餐业务,phone,medium,2026-05-30
T0509,请帮我确认以下网络问题的原因：路由器指示灯都正常但没有网络。,网络故障,app,high,2026-03-19
T0510,工作人员只介绍优惠，没有说明合约限制，已经影响正常办理和使用。,投诉建议,web,high,2026-05-23
T0511,之前短暂恢复过，但现在又出现同样的问题：通话过程中经常突然中断。,信号问题,web,high,2026-07-07
T0512,请确认以下服务问题产生的原因：师傅处理问题很敷衍，故障很快又出现。,投诉建议,phone,medium,2026-02-01
T0513,余额每天都会减少一点，不知道扣在哪里，系统也没有给出清晰提示。,费用问题,phone,medium,2026-03-20
T0514,需要把号码上的主套餐取消，办理后原有权益会怎么变化？,套餐业务,web,medium,2026-01-13
T0515,银行卡已经扣款但话费余额没更新，我看不出问题具体出在哪个环节。,费用问题,app,high,2026-03-31
T0516,补办手机卡后一直无法连接网络，重启手机并开关飞行模式后仍然没有改善。,信号问题,web,high,2026-05-15
T0517,替家人充值后对方号码没有收到话费，类似记录已经出现不止一次。,费用问题,web,medium,2026-02-27
